iter	Logloss
251	0.2281325469
252	0.2281269281
253	0.2281174083
254	0.2281165607
255	0.2281117847
256	0.2281067477
257	0.2281006118
258	0.2280951923
259	0.2280850737
260	0.2280762128
261	0.2280726539
262	0.2280648438
263	0.2280570333
264	0.2280474034
265	0.2280400704
266	0.2280372331
267	0.2280367961
268	0.2280315831
269	0.2280270315
270	0.2280163897
271	0.2280113981
272	0.2280054755
273	0.2279989992
274	0.2279911234
275	0.2279629609
276	0.2279559345
277	0.2279477273
278	0.2279380465
279	0.2279368888
280	0.2279013716
281	0.2278930377
282	0.2278782849
283	0.2278711676
284	0.2278630812
285	0.2278558077
286	0.2278406355
287	0.2278279748
288	0.2278204613
289	0.2278062081
290	0.2277821661
291	0.2277765384
292	0.2277700757
293	0.2277642157
294	0.2277586118
295	0.227756972
296	0.2277458843
297	0.2277253216
298	0.227720708
299	0.2277125794
300	0.2277066207
301	0.2276971886
302	0.2276882072
303	0.2276727534
304	0.2276517565
305	0.227643588
306	0.2276372092
307	0.2276262868
308	0.2276050907
309	0.2275978316
310	0.2275914188
311	0.2275820365
312	0.2275777065
313	0.2275647811
314	0.2275566131
315	0.2275457522
316	0.2275278181
317	0.2275179921
318	0.2275081895
319	0.2274908555
320	0.2274848544
321	0.2274767051
322	0.2274703518
323	0.227462118
324	0.2274531745
325	0.2274451019
326	0.227436131
327	0.2274290147
328	0.2274115245
329	0.227404529
330	0.2273994807
331	0.2273960937
332	0.2273880312
333	0.2273835174
334	0.2273699634
335	0.2273693925
336	0.2273506865
337	0.2273440618
338	0.2273420373
339	0.2273337325
340	0.2273222009
341	0.2273174138
342	0.2273087405
343	0.2273026201
344	0.227293602
345	0.2272862675
346	0.2272814071
347	0.227265609
348	0.2272537666
349	0.22722619
350	0.2272108818
351	0.2272025823
352	0.2271984348
353	0.2271819131
354	0.2271735608
355	0.2271678011
356	0.227162622
357	0.2271562524
358	0.2271510512
359	0.2271459833
360	0.2271361222
361	0.2271303127
362	0.2271162961
363	0.2271101845
364	0.2271009957
365	0.2270958795
366	0.2270841233
367	0.2270772098
368	0.2270705531
369	0.2270558426
370	0.227052589
371	0.227047631
372	0.2270428677
373	0.2270363156
374	0.2270292792
375	0.2270111928
376	0.2270054147
377	0.2269983954
378	0.2269866035
379	0.2269759214
380	0.2269686716
381	0.2269473135
382	0.226946099
383	0.2269402991
384	0.2269313651
385	0.226924494
386	0.2269231146
387	0.2269188331
388	0.2269076105
389	0.226895911
390	0.2268915483
391	0.2268833322
392	0.2268782119
393	0.2268747951
394	0.2268658622
395	0.2268595039
396	0.2268494069
397	0.2268433815
398	0.2268362667
399	0.2268301269
400	0.226825885
401	0.2268133985
402	0.2268060192
403	0.2267987033
404	0.226791509
405	0.226786443
406	0.2267808008
407	0.2267717042
408	0.2267469467
409	0.2267387059
410	0.226732844
411	0.2267249036
412	0.2267182966
413	0.2267069724
414	0.2267026564
415	0.2266958084
416	0.226690803
417	0.2266810407
418	0.2266741601
419	0.2266669203
420	0.2266605354
421	0.2266581699
422	0.2266541435
423	0.2266458977
424	0.2266394238
425	0.2266311542
426	0.226621861
427	0.2266136315
428	0.2266088486
429	0.2266004544
430	0.2265930377
431	0.2265915965
432	0.2265824485
433	0.2265773748
434	0.2265719643
435	0.2265679857
436	0.2265612481
437	0.2265560205
438	0.2265337342
439	0.2265284536
440	0.2265182735
441	0.2265135635
442	0.2265040521
443	0.2264872043
444	0.2264801528
445	0.2264714376
446	0.2264653829
447	0.2264611541
448	0.2264577654
449	0.2264556169
450	0.2264484951
451	0.22644125
452	0.2264252008
453	0.2264170858
454	0.2264106125
455	0.2264053224
456	0.2263985769
457	0.2263838514
458	0.2263762592
459	0.2263656767
460	0.2263627699
461	0.2263542973
462	0.2263366944
463	0.2263324407
464	0.2263271199
465	0.2263179313
466	0.226310869
467	0.2263039162
468	0.2262960204
469	0.2262919115
470	0.2262830022
471	0.2262757601
472	0.2262701751
473	0.226262383
474	0.2262555213
475	0.2262513508
476	0.2262377974
477	0.2262298776
478	0.2262239935
479	0.2262152801
480	0.226207215
481	0.2262046419
482	0.2261977407
483	0.2261928389
484	0.2261887075
485	0.2261824713
486	0.2261780279
487	0.2261731858
488	0.2261650764
489	0.2261595939
490	0.2261538299
491	0.2261472616
492	0.226142222
493	0.2261363202
494	0.2261307419
495	0.2261251866
496	0.2261219376
497	0.2261150821
498	0.2261058477
499	0.2260999353
500	0.2260956062
501	0.2260902142
502	0.226083929
503	0.2260766753
504	0.2260700106
505	0.2260645865
506	0.2260568285
507	0.2260495138
508	0.2260406728
509	0.2260344821
510	0.2260230976
511	0.2260159232
512	0.2260155057
513	0.2260100227
514	0.2260027377
515	0.2259960083
516	0.2259838264
517	0.225978777
518	0.2259745876
519	0.2259691625
520	0.2259682877
521	0.2259609714
522	0.225955323
523	0.2259431586
524	0.2259370957
525	0.2259313452
526	0.2259264485
527	0.2259188066
528	0.2259174556
529	0.2259114847
530	0.2259071128
531	0.225900897
532	0.2258948321
533	0.2258880966
534	0.2258821629
535	0.2258817749
536	0.2258771804
537	0.2258737223
538	0.2258690779
539	0.2258617765
540	0.2258552977
541	0.2258412995
542	0.22583484
543	0.2258267314
544	0.2258225552
545	0.2258187925
546	0.225812121
547	0.2258056513
548	0.2258008455
549	0.2257988605
550	0.2257911264
551	0.2257853408
552	0.2257761662
553	0.2257706951
554	0.2257609616
555	0.2257538533
556	0.2257488126
557	0.2257429932
558	0.2257387467
559	0.2257374035
560	0.2257308151
561	0.2257246437
562	0.2257186897
563	0.2257130206
564	0.2257084335
565	0.2257075882
566	0.2257023418
567	0.2256962052
568	0.225689375
569	0.225684614
570	0.2256763561
571	0.2256722645
572	0.2256672901
573	0.2256630792
574	0.2256577017
575	0.2256523906
576	0.2256450495
577	0.225640033
578	0.2256344898
579	0.2256294606
580	0.2256226172
581	0.2256175122
582	0.2256142138
583	0.2256065115
584	0.2255946028
585	0.2255876242
586	0.2255854291
587	0.2255799311
588	0.2255777441
589	0.2255763488
590	0.225568112
591	0.2255618282
592	0.2255530104
593	0.2255508832
594	0.2255452029
595	0.2255427538
596	0.2255364152
597	0.2255320381
598	0.2255300087
599	0.225524811
600	0.2255133311
601	0.225505914
602	0.225499274
603	0.2254927229
604	0.2254868494
605	0.2254800746
606	0.2254762798
607	0.2254721657
608	0.2254653178
609	0.2254600964
610	0.2254553281
611	0.2254497612
612	0.2254394411
613	0.2254342694
614	0.2254256931
615	0.2254152291
616	0.2254111891
617	0.2254037746
618	0.2253963491
619	0.2253901437
620	0.2253853673
621	0.2253809507
622	0.2253750547
623	0.2253680608
624	0.2253619035
625	0.2253558121
626	0.2253481129
627	0.2253437559
628	0.225339951
629	0.2253342757
630	0.2253250648
631	0.2253221604
632	0.2253174132
633	0.2253172015
634	0.2253114177
635	0.2253068086
636	0.2253033822
637	0.2252972672
638	0.2252942783
639	0.2252893051
640	0.2252836626
641	0.2252771109
642	0.2252718638
643	0.2252653424
644	0.2252618929
645	0.2252569573
646	0.2252516987
647	0.2252449892
648	0.2252391904
649	0.2252343833
650	0.2252324579
651	0.2252266296
652	0.225222982
653	0.2252199524
654	0.2252169286
655	0.2252109527
656	0.2252053826
657	0.225199793
658	0.2251932567
659	0.2251874356
660	0.2251863187
661	0.2251837629
662	0.2251804934
663	0.2251749467
664	0.2251695618
665	0.2251611776
666	0.2251543015
667	0.2251517326
668	0.2251463544
669	0.2251403173
670	0.2251348825
671	0.2251310059
672	0.2251269757
673	0.2251237098
674	0.2251211686
675	0.2251196836
676	0.2251155546
677	0.2251099513
678	0.2251042719
679	0.225100673
680	0.2250957354
681	0.2250863405
682	0.2250787549
683	0.2250740769
684	0.2250679126
685	0.2250640441
686	0.2250605775
687	0.2250582236
688	0.2250502257
689	0.2250472525
690	0.2250464573
691	0.2250422183
692	0.2250385
693	0.2250364109
694	0.2250320961
695	0.2250264169
696	0.2250197904
697	0.2250153857
698	0.2250114021
699	0.2250089761
700	0.2250019173
701	0.2249963399
702	0.224988678
703	0.2249828677
704	0.2249779816
705	0.2249742833
706	0.2249695108
707	0.2249655643
708	0.2249624349
709	0.2249598398
710	0.2249549683
711	0.2249510868
712	0.2249461942
713	0.2249400263
714	0.2249351309
715	0.2249298604
716	0.224925429
717	0.2249207521
718	0.2249164492
719	0.2249116509
720	0.2249050952
721	0.2249010101
722	0.2248937997
723	0.2248877457
724	0.2248825439
725	0.2248784693
726	0.224873144
727	0.2248705507
728	0.2248673506
729	0.2248606802
730	0.2248558623
731	0.2248501143
732	0.2248475048
733	0.2248417617
734	0.2248373052
735	0.2248319816
736	0.22482452
737	0.2248216963
738	0.224819049
739	0.2248131348
740	0.2248073147
741	0.2248019496
742	0.2247970688
743	0.2247924307
744	0.2247869834
745	0.224782847
746	0.2247808298
747	0.2247770736
748	0.2247761166
749	0.2247678312
750	0.2247627477
751	0.2247561155
752	0.2247515259
753	0.2247469365
754	0.2247415331
755	0.2247372619
756	0.2247305147
757	0.2247284816
758	0.2247240777
759	0.2247217084
760	0.2247212912
761	0.2247140452
762	0.2247114837
763	0.2247110959
764	0.2247060728
765	0.2247057031
766	0.2246992668
767	0.2246950824
768	0.2246909664
769	0.2246852648
770	0.2246745707
771	0.2246696918
772	0.2246632717
773	0.2246575902
774	0.224651239
775	0.2246476482
776	0.2246448726
777	0.2246384944
778	0.224637305
779	0.224637019
780	0.224627399
781	0.2246224368
782	0.2246198667
783	0.22461289
784	0.2246080993
785	0.2246041586
786	0.2246005155
787	0.2245935604
788	0.2245902876
789	0.2245854142
790	0.2245801855
791	0.224572882
792	0.2245681524
793	0.2245663919
794	0.2245633864
795	0.2245569211
796	0.2245482654
797	0.2245479073
798	0.2245428819
799	0.2245382504
800	0.2245310447
801	0.2245270653
802	0.2245214602
803	0.2245175565
804	0.2245139639
805	0.2245092846
806	0.2245041746
807	0.2245040171
808	0.2244988513
809	0.2244953059
810	0.224492033
811	0.2244884111
812	0.2244824902
813	0.2244769413
814	0.2244722466
815	0.2244686566
816	0.2244682078
817	0.2244624835
818	0.2244613563
819	0.2244566962
820	0.2244544644
821	0.2244494582
822	0.2244442534
823	0.2244427019
824	0.2244401812
825	0.2244373724
826	0.2244336661
827	0.2244300192
828	0.2244286896
829	0.2244242747
830	0.2244173491
831	0.2244092784
832	0.2244020126
833	0.2243980255
834	0.2243939643
835	0.2243897423
836	0.2243855856
837	0.2243805739
838	0.2243763316
839	0.2243719011
840	0.2243665266
841	0.2243589687
842	0.2243552963
843	0.2243495568
844	0.2243451103
845	0.2243400919
846	0.2243372222
847	0.2243357149
848	0.224332128
849	0.2243276672
850	0.2243266071
851	0.2243208401
852	0.2243178021
853	0.2243130168
854	0.2243087208
855	0.2243062811
856	0.2243034628
857	0.224299719
858	0.2242962685
859	0.2242923781
860	0.2242886738
861	0.2242832317
862	0.2242763797
863	0.2242717938
864	0.2242699754
865	0.2242644241
866	0.2242588317
867	0.2242532582
868	0.2242477975
869	0.2242432659
870	0.2242396367
871	0.2242366524
872	0.2242300623
873	0.2242238239
874	0.224219735
875	0.224215461
876	0.2242083473
877	0.2242032883
878	0.2241985146
879	0.2241936894
880	0.2241906585
881	0.2241880194
882	0.2241823261
883	0.2241791712
884	0.2241748849
885	0.2241703148
886	0.2241666201
887	0.2241647501
888	0.2241599942
889	0.2241593418
890	0.2241531537
891	0.2241473846
892	0.2241455101
893	0.2241404564
894	0.2241348695
895	0.224129822
896	0.2241266876
897	0.2241224352
898	0.2241173892
899	0.2241131987
900	0.2241080472
901	0.2241065701
902	0.2241031849
903	0.2240957742
904	0.2240930367
905	0.2240881928
906	0.2240840231
907	0.2240791051
908	0.2240736424
909	0.2240677387
910	0.2240615365
911	0.2240565979
912	0.2240519396
913	0.2240464049
914	0.2240441702
915	0.2240399389
916	0.2240353244
917	0.2240306409
918	0.224025371
919	0.2240188494
920	0.2240160487
921	0.2240107978
922	0.2240054998
923	0.2239999155
924	0.2239931791
925	0.2239921299
926	0.2239883271
927	0.223982923
928	0.2239787871
929	0.2239728558
930	0.2239632689
931	0.2239576519
932	0.2239527417
933	0.2239475848
934	0.2239447619
935	0.2239401352
936	0.2239350836
937	0.2239314967
938	0.2239263458
939	0.2239221788
940	0.2239204656
941	0.2239118328
942	0.2239034105
943	0.2239018482
944	0.2239011277
945	0.2238957605
946	0.2238901758
947	0.2238836655
948	0.2238810792
949	0.2238777352
950	0.2238755674
951	0.2238745633
952	0.2238693727
953	0.2238691002
954	0.2238655911
955	0.2238591837
956	0.2238555252
957	0.2238527136
958	0.2238467933
959	0.2238420704
960	0.2238391792
961	0.2238329168
962	0.2238301987
963	0.2238271864
964	0.223823969
965	0.2238194606
966	0.2238161895
967	0.2238134922
968	0.2238118291
969	0.2238074662
970	0.2238037705
971	0.2237994927
972	0.2237934367
973	0.2237887991
974	0.2237845056
975	0.2237786808
976	0.2237728065
977	0.2237696661
978	0.2237654965
979	0.223763356
980	0.2237562664
981	0.2237532422
982	0.2237527028
983	0.2237488963
984	0.2237451239
985	0.2237404322
986	0.2237370041
987	0.2237327084
988	0.2237256058
989	0.2237210944
990	0.2237149374
991	0.2237117902
992	0.2237069979
993	0.2237020201
994	0.2236980854
995	0.2236942752
996	0.2236910964
997	0.2236894201
998	0.2236873285
999	0.2236856531
1000	0.2236832328
1001	0.2236795035
1002	0.2236764256
1003	0.2236717508
1004	0.2236665191
1005	0.2236613046
1006	0.2236610335
1007	0.223656025
1008	0.2236489457
1009	0.2236453718
1010	0.2236431363
1011	0.2236365268
1012	0.223632762
1013	0.22362834
1014	0.2236243407
1015	0.2236182475
1016	0.2236157693
1017	0.2236104415
1018	0.2236037081
1019	0.2235980274
1020	0.2235960619
1021	0.2235900758
1022	0.2235884449
1023	0.2235841331
1024	0.2235833349
1025	0.2235779839
1026	0.2235730703
1027	0.2235696109
1028	0.223567899
1029	0.2235645869
1030	0.223561748
1031	0.2235583185
1032	0.2235523386
1033	0.223545416
1034	0.2235446858
1035	0.223539123
1036	0.2235335857
1037	0.2235282984
1038	0.2235231456
1039	0.223518396
1040	0.2235176269
1041	0.223512621
1042	0.2235084175
1043	0.2235081772
1044	0.2235042598
1045	0.223496825
1046	0.2234930824
1047	0.2234886638
1048	0.223487121
1049	0.2234813432
1050	0.223476493
1051	0.2234735158
1052	0.2234696456
1053	0.2234637399
1054	0.2234600009
1055	0.2234541829
1056	0.2234528795
1057	0.2234484003
1058	0.2234426778
1059	0.2234380043
1060	0.2234316452
1061	0.2234292803
1062	0.2234238
1063	0.2234201906
1064	0.2234151893
1065	0.2234106413
1066	0.2234104158
1067	0.2234065166
1068	0.2234015391
1069	0.2233965256
1070	0.2233908601
1071	0.223386653
1072	0.2233832531
1073	0.2233813081
1074	0.2233780673
1075	0.2233746588
1076	0.2233662154
1077	0.2233644359
1078	0.2233583454
1079	0.2233538171
1080	0.2233500519
1081	0.2233480332
1082	0.2233422678
1083	0.223335991
1084	0.2233328195
1085	0.2233299335
1086	0.2233259082
1087	0.2233229664
1088	0.2233195609
1089	0.2233147743
1090	0.2233090606
1091	0.2233045186
1092	0.2233012022
1093	0.2232950694
1094	0.2232932816
1095	0.22328859
1096	0.2232842449
1097	0.223284207
1098	0.2232793013
1099	0.2232731552
1100	0.2232717028
1101	0.223267369
1102	0.2232635972
1103	0.2232590843
1104	0.2232567511
1105	0.2232530297
1106	0.2232525519
1107	0.2232483833
1108	0.2232430643
1109	0.2232413966
1110	0.2232368773
1111	0.2232365419
1112	0.2232338425
1113	0.2232336701
1114	0.2232285357
1115	0.2232250269
1116	0.2232208086
1117	0.2232168408
1118	0.2232166162
1119	0.2232082134
1120	0.2232039305
1121	0.2232002547
1122	0.2231935863
1123	0.223189998
1124	0.2231856717
1125	0.2231824404
1126	0.2231775695
1127	0.2231729326
1128	0.2231671866
1129	0.2231629441
1130	0.2231608267
1131	0.2231553051
1132	0.2231502184
1133	0.2231460633
1134	0.2231451606
1135	0.2231405899
1136	0.2231355505
1137	0.2231312017
1138	0.223128149
1139	0.2231264473
1140	0.2231216343
1141	0.223116374
1142	0.2231137638
1143	0.2231082538
1144	0.2231035354
1145	0.2230989769
1146	0.2230960064
1147	0.2230875337
1148	0.2230828926
1149	0.2230794716
1150	0.2230749009
1151	0.2230726288
1152	0.2230705027
1153	0.2230686398
1154	0.223063534
1155	0.2230604469
1156	0.223057436
1157	0.2230539973
1158	0.2230506264
1159	0.2230503917
1160	0.2230493907
1161	0.2230443197
1162	0.2230404432
1163	0.223037114
1164	0.2230310922
1165	0.2230280735
1166	0.2230226575
1167	0.2230206464
1168	0.2230205037
1169	0.2230166873
1170	0.2230129748
1171	0.2230072513
1172	0.2230029903
1173	0.2229999204
1174	0.2229969977
1175	0.2229908936
1176	0.2229883602
1177	0.2229854922
1178	0.2229853593
1179	0.2229794817
1180	0.2229744999
1181	0.2229698958
1182	0.2229648705
1183	0.2229605063
1184	0.2229550418
1185	0.222950848
1186	0.2229485665
1187	0.2229436119
1188	0.222940069
1189	0.2229380949
1190	0.2229325061
1191	0.2229293497
1192	0.2229277556
1193	0.2229236176
1194	0.222920515
1195	0.2229170455
1196	0.2229116918
1197	0.2229068891
1198	0.2229011823
1199	0.222895793
1200	0.2228913015
1201	0.2228855833
1202	0.2228811211
1203	0.2228766797
1204	0.2228731431
1205	0.222868657
1206	0.2228652169
1207	0.2228619751
1208	0.2228572825
1209	0.2228525593
1210	0.2228474412
1211	0.222844224
1212	0.222838738
1213	0.2228337389
1214	0.2228275314
1215	0.222826611
1216	0.2228234563
1217	0.2228211093
1218	0.2228163462
1219	0.2228112021
1220	0.2228060899
1221	0.2228038196
1222	0.222798576
1223	0.222793962
1224	0.2227890005
1225	0.2227815804
1226	0.2227772482
1227	0.2227733268
1228	0.2227676829
1229	0.2227645562
1230	0.2227632533
1231	0.2227617139
1232	0.222760822
1233	0.2227584871
1234	0.2227547928
1235	0.2227511158
1236	0.2227477724
1237	0.2227431676
1238	0.2227416585
1239	0.2227364522
1240	0.2227346606
1241	0.2227319381
1242	0.2227291129
1243	0.2227277044
1244	0.2227220476
1245	0.2227197461
1246	0.2227181763
1247	0.2227159478
1248	0.2227135751
1249	0.2227084941
1250	0.2227058791
1251	0.2227055634
1252	0.2227027799
1253	0.2226994532
1254	0.222697559
1255	0.2226943235
1256	0.2226922306
1257	0.2226869541
1258	0.2226812102
1259	0.2226772292
1260	0.2226723984
1261	0.2226690878
1262	0.2226647143
1263	0.222664508
1264	0.2226597641
1265	0.222654575
1266	0.2226474833
1267	0.2226403315
1268	0.2226360773
1269	0.222635028
1270	0.2226307948
1271	0.2226255419
1272	0.2226193422
1273	0.2226177278
1274	0.2226152234
1275	0.2226088259
1276	0.2226055957
1277	0.2226053256
1278	0.2226016225
1279	0.2225995062
1280	0.2225960665
1281	0.2225929647
1282	0.2225907729
1283	0.2225872859
1284	0.2225832803
1285	0.2225821772
1286	0.2225786893
1287	0.222575371
1288	0.2225685566
1289	0.2225649409
1290	0.2225633339
1291	0.2225586137
1292	0.2225567428
1293	0.2225514944
1294	0.2225480312
1295	0.2225443544
1296	0.2225400176
1297	0.2225376688
1298	0.2225337367
1299	0.2225285454
1300	0.2225274434
1301	0.2225227733
1302	0.2225198128
1303	0.2225192062
1304	0.222515149
1305	0.2225138924
1306	0.2225084637
1307	0.2225069937
1308	0.2225047875
